line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
17,Is my own little garden.,24,5,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.4225396541775222,5
18,"If you ask me, it looks like a mess.",36,9,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6838394361545124,2
19,Oh! Is that a bay leaf?,23,6,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6890118839910282,3
20,"Oh well, I guess this means",27,6,positive,0.2732,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
21,Enough for a whole year.,24,5,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6180247857354921,0
22,But the bay trees so far away.,30,7,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.5142255503130965,1
23,If a human saw you...,21,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6882378489507844,3
24,Im always careful.,18,3,positive,0.1531,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.408129951626131,4
25,The world is full of,20,5,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.624837022940085,2
26,Your great uncle...,19,3,positive,0.6249,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6129902384341185,0
27,Was eaten by a frog. Right?,27,6,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249630375916335,1
28,Doesnt that perilla smell lovely?,33,5,positive,0.5859,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.7098969647729113,3
29,"Yes, it does.",13,3,positive,0.4019,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6249343069041192,3
30,"With a bit of sugar,",20,5,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6890369802644749,0
31,Wait till tonight.,18,3,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6882731932829282,1
32,My first borrowing ever!,24,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.4266592682896652,6
33,Papas home.,11,2,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6890620826792243,1
34,Welcome back.,13,2,positive,0.4588,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6757004647850832,2
35,"- Papa, about tonight...",24,3,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.4361270934790326,4
36,I saw him.,10,3,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6249432639162714,3
37,- No! Dear...,13,2,negative,-0.3595,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6247799641775832,1
38,I hid behind the bay leaf.,26,6,negative,-0.1027,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6890118839910282,3
39,I wont hear of it. Is too dangerous.,36,8,negative,-0.4767,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6835240062925022,2
40,"But, hes just a child!",22,5,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6246613380084024,1
41,"Papa, Ive been waiting",22,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6870495029801907,2
42,The children can be more savage,31,6,negative,-0.5095,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
43,Ill be fine!,12,3,negative,-0.3164,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.41950680167441584,4
44,Youngsters go to bed early.,27,5,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6246108127545811,0
45,"Thank you, Papa!",16,3,positive,0.4199,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.42731433763298265,6
46,But Pod...,10,2,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6248452770771729,2
47,The boy is sick.,16,4,negative,-0.5106,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6247532640266188,1
48,But still...,12,2,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6246101337937442,0
49,"Stop worrying, Mother.",22,3,negative,-0.5574,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.4407899177525277,4
50,Arrietty will be 14 soon.,25,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.42325534033724593,4
51,Someday shell have to survive,29,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.689096703591153,3
52,Sometimes I think,17,3,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6844581324401355,2
53,"Whatever you need, just ask Haru.",33,6,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.7442048815078124,3
54,All right.,10,2,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249630375916335,1
55,"Haru, Im depending on you.",26,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.624955589200095,3
56,"Yes, maam.",10,2,positive,0.4019,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.41084753857080264,5
57,Les shut the screen.,20,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6884886824319132,2
58,Shouldnt you wear something darker?,35,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
59,I already decided!,18,3,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6248064873611187,2
60,I hope you can borrow,21,5,positive,0.4404,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6816090806826213,0
61,"And a bit of sugar, perhaps?",28,6,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6890369802644749,0
62,We could have perilla juice and sugar,37,7,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.5300865432992754,5
63,But anythings just fine.,24,4,positive,0.296,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6248264702675609,1
64,Well be back soon.,18,4,positive,0.2732,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6791202151729135,0
65,Please be careful.,18,3,positive,0.4404,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6891279112202635,0
66,We will.,8,2,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
67,Arrietty!,9,1,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6249823670879809,2
68,Sorry!,6,1,negative,-0.1511,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6248184169818186,2
69,- Hold these for me.,20,4,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6247297670956924,3
70,Hold on tight!,14,3,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6247297670956924,3
71,Arrietty?,9,1,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6249823670879809,2
72,Ready?,6,1,positive,0.3612,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6245918800949379,2
73,Everythings so huge!,20,3,positive,0.4376,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6167830631567568,1
74,The world of humans.,20,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.40076461887524784,4
75,The sugars over there.,22,4,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
76,Wait for me down there.,23,5,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249170525608093,1
77,"Papa, youre great!",18,3,positive,0.6588,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.5291204158649073,1
78,Now les get that tissue.,24,5,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6890976337415107,2
79,"Papa, look.",11,2,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.4221879667862121,4
80,Your first borrowing.,21,3,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.685769623240814,2
81,"Be careful, is sharp.",21,4,positive,0.1531,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6248058914589565,0
82,I will!,7,2,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
83,"Papa, borrowing is such fun!",28,5,positive,0.5562,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6846563912066652,2
84,Look down there.,16,3,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.624881472787901,3
85,Rats. Steer clear of them.,26,5,positive,0.3818,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
86,Im not afraid.,14,3,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.62472425530184,0
87,Im ready for anything. Ive got this!,36,7,positive,0.4199,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.7241310694778471,2
88,Sometimes is best not to,24,5,positive,0.6369,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6842007303393329,0
89,What is this place?,19,4,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6171387646638055,0
90,The humans made it for their dolls.,35,7,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.4138379003109879,5
91,Is just perfect for us!,23,5,positive,0.6114,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
92,Im sure Mother would love,25,5,positive,0.7579,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.7485718660849603,1
93,These things arent for borrowing.,33,5,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6839131736320828,0
94,"If anything went missing,",25,4,negative,-0.296,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6810312449427606,2
95,Oh...,5,1,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
96,Dont be afraid.,15,3,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.43286445304226534,4
97,I saw you.,10,3,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6249432639162714,3
98,"In the garden. It was you, wasnt it?",36,8,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6890105376815573,0
99,My mother told me about you.,28,6,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6877859574260325,1
100,She saw little people here,26,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.725301365467064,3
101,Was it you that she saw?,24,6,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6249432639162714,3
102,Was it?,7,2,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
103,"Im sorry, Papa.",15,3,negative,-0.0772,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6882040569434715,2
104,"He saw me today, out in the garden.",35,8,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.42249377766781965,5
105,I should have been more careful.,32,6,positive,0.2247,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6248058914589565,0
106,I hope he didnt frighten you.,29,6,positive,0.6041,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6892697485255886,0
107,"Best not tell your mother,",26,5,positive,0.6369,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.5519031256729711,0
108,All right.,10,2,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249630375916335,1
109,You dont always have to run.,28,6,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6888068154338354,1
110,Were home.,10,2,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6246390177183779,1
111,Safe and sound.,15,3,positive,0.4404,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6246470160865493,3
112,And?,4,1,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
113,Things didnt go well this time.,31,6,negative,-0.2057,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6892373571747517,0
114,This light gave out before we finished.,39,7,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
115,"Oh, dear.",9,2,positive,0.3818,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6247799641775832,1
116,We had to give up on the sugar.,31,8,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6887840862500345,0
117,Dont give it a thought.,23,5,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.32091115124114394,4
118,"Arrietty, you found something.",30,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6873082992949859,2
119,What a pretty pin.,18,4,positive,0.4939,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6246417480700858,2
120,Time for bed.,13,3,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6884651601271398,0
121,Good night.,11,2,positive,0.4404,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6229327438118027,3
122,She looks worn out.,19,4,negative,-0.296,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6874318764884428,2
123,Shall I make some tea?,22,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.681353042926571,3
124,Sho!,4,1,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6249340159346826,0
125,Come in the house.,18,4,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6887154537016748,0
126,A cube of sugar? But whatever for?,34,7,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6847623755748291,0
127,He left it by the grating.,26,6,negative,-0.1027,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6247371848002212,1
128,Is probably the same one,24,5,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6879445923632926,1
129,What?,5,1,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
130,"What do you mean, you dropped it?",33,7,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6248175586493503,2
131,Dont touch it. Do you understand?,33,6,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.7211605877147853,1
132,Is a trap.,10,3,negative,-0.3182,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6175870673786593,1
133,Theyre trying to catch us!,26,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.624814654695193,3
134,Well have to stop borrowing,27,5,neutral,-0.0258,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6837742824801729,0
135,Maybe they already know where we are.,37,7,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6749482406494052,2
136,"Pod, well have to move!",23,5,positive,0.3382,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6892165555490871,2
137,This was such a lovely house.,29,6,positive,0.5859,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6874372544446447,0
138,Now well have to start all over again.,38,8,positive,0.2732,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6191833028534963,1
139,"Well, les see how things go.",28,6,positive,0.2732,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6890617057757371,2
140,"Now eat, the soup is getting cold.",34,7,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6845293146872646,3
141,Why did it have to be sugar?,28,7,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6248801424073278,0
142,"Thank you, Arrietty.",20,3,positive,0.3612,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.4325412130677343,6
143,I wanted to hang everything,27,5,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6877060094752323,2
144,You know I love doing laundry.,30,6,positive,0.6369,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6872343868150687,1
145,- Im going to nap for a bit.,28,7,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6865333552146478,0
146,You forgot something,20,3,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
147,You came back.,14,3,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6873881897516825,0
148,"Wait, dont go.",14,3,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.688958088185221,1
149,Please leave us alone.,22,4,neutral,0.0258,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6891156302291622,0
150,I wanted to tell you that.,26,6,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6704075043121908,0
151,I want to talk to you.,22,6,positive,0.0772,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6182812919024835,3
152,Humans are dangerous.,21,3,negative,-0.4767,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6850676063065079,3
153,"If were seen, we have to leave.",31,7,negative,-0.0516,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6884895238469977,0
154,You have a family? I envy you.,30,7,negative,-0.2732,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6248986649148522,1
155,Dont you have one?,18,4,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.689266857918448,1
156,"Yes, but I practically",22,4,positive,0.2144,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6249343069041192,3
157,"Mother is so busy at work,",26,6,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249700619469731,1
158,Really...,9,1,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
159,My names Sho. Whas your name?,29,6,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.5156479740622204,5
160,Do you have one?,16,4,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249225573206364,1
161,Of course I have a name!,24,6,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.624809590924715,3
162,Is Arrietty.,12,2,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6249823670879809,2
163,Arrietty. Arrietty.,19,2,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6249823670879809,2
164,Thas pretty.,12,2,positive,0.4939,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6761628337386596,2
165,Wont you let me see you?,24,6,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.7242099098766722,2
166,Just a peek. Please?,20,4,positive,0.3182,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6247383293400524,0
167,Whas happening?,15,2,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6243768052029207,3
168,You cant come in here!,22,5,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.689183383515179,0
169,What got into that bird?,24,5,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6248431270892045,2
170,Maybe is nesting season,23,4,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6889630837859141,0
171,Now I have to replace this screen.,34,7,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6246381857396404,2
172,Are you all right?,18,4,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249630375916335,1
173,Maybe you should take,21,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6249037974590216,2
174,"Thanks, Haru.",13,2,positive,0.4404,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.4118123388622611,5
175,I feel fine.,12,3,positive,0.2023,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6248264702675609,1
176,Nesting season?,15,2,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6889630837859141,0
177,Have yourself a nice long rest now.,35,7,positive,0.4215,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.685461117256748,3
178,Papa...,7,1,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6249414988664691,2
179,- I told you to stay away.,26,6,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.7253277875599938,1
180,I wanted to do something to help.,33,7,positive,0.4019,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.687719330785108,2
181,But he didnt see me.,20,5,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.407036149066715,6
182,You put your family in danger.,30,6,negative,-0.5267,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6248986649148522,1
183,I wont say it again. Understand?,32,6,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.7218145190023632,2
184,Yes.,4,1,positive,0.4019,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6249343069041192,3
185,Wed better start looking.,25,4,positive,0.4404,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.7453821725959763,2
186,Wed better start looking.,25,4,positive,0.4404,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.7453821725959763,2
187,Is time.,8,2,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6248905535621536,0
188,Pod...,6,1,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6248452770771729,2
189,Afternoon! Package for you.,27,4,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
190,Thanks again maam.,18,3,positive,0.4404,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6889738997976157,0
191,Thanks again maam.,18,3,positive,0.4404,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6889738997976157,0
192,"Listen, do you know any good",28,6,positive,0.4404,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6884248227462555,2
193,Pest control?,13,2,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
194,Heres one. Squeaky Klean Service.,33,5,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6551478297027846,2
195,Squeaky Klean Service?,22,3,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.7252249482572684,2
196,Having problems with mice?,26,4,negative,-0.4019,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6248007008289495,0
197,Maybe is mice.,14,3,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6248007008289495,0
198,"Between us, is little people.",29,5,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.6891268578775469,3
199,Ive seen them myself.,21,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.4051754152830657,6
200,A crow tried to fly into your room?,35,8,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6248754407855516,1
201,I hope it didnt scare you.,26,6,positive,0.6734,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6892697485255886,0
202,"Dont worry, Aunt Sadako.",24,4,positive,0.3412,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.7235507448985485,1
203,I was so astonished!,20,4,positive,0.4914,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
204,I never saw such a huge...,26,6,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.7199960487321151,3
205,Excitemens the worst thing,26,4,negative,-0.6249,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
206,He came here for peace and quiet.,33,7,positive,0.5423,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6247448858538783,0
207,If anything were to happen,26,5,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6199985924540271,1
208,"I know, I know.",15,4,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6205496409118546,1
209,I realize his mothers,21,4,neutral,0.0,2,"arrietty, papa, les, see, take, get, wont, care, got, pod",0.6247905960755511,2
210,But to go abroad on business,28,6,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.25,4
211,It must be terribly hard for you,32,7,negative,-0.6124,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6247827419325914,0
212,I dont mind.,12,3,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6249399888210244,1
213,I suppose the divorce,21,4,neutral,0.0,0,"haru, saw, ill, little, yes, leaving, need, whas, thas, people",0.624681085242972,3
214,But why cant she be here,24,6,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.6248689023642688,0
215,"Aunt Sadako,",12,2,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6889806577366616,1
216,Is amazing.,11,2,positive,0.5859,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6247245599977402,1
217,You mean the dollhouse?,23,4,neutral,0.0,1,"thanks, okay, hope, sho, best, thank, time, house, seen, going",0.3962734806054397,6
218,That dollhouse belongs to your mother.,38,6,neutral,0.0,3,"mother, right, youre, dont, one, niya, wait, family, way, always",0.6608564984331712,1
